Prediction,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,Orbital Period,koi_period_err1,koi_time0bk,koi_time0bk_err1,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_depth,koi_depth_err1,Planet Radius,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,Stellar Radius,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,tda_entropy_dim0,tda_entropy_dim1,tda_total_dim0,tda_total_dim1
1,0,0,0,0,267.282521,0.00481,589.71975,0.00916,0.378,0.092,-0.378,7.788,0.374,471.9,26.9,1.43,0.08,-0.06,207.0,0.44,0.09,-0.07,19.3,4926.0,98.0,-98.0,4.653,0.017,-0.049,0.662,0.041,-0.027,283.21274,45.349861,13.725,4.782854507147277,2.869904661750762,57.96303543448448,1.4884767532348633
1,0,0,0,0,16.9348104,0.000199,137.2502,0.0103,0.471,0.471,-0.275,3.408,0.278,346.3,34.5,1.31,0.09,-0.11,508.0,15.77,4.12,-4.11,11.5,4650.0,125.0,-139.0,4.589,0.048,-0.028,0.706,0.046,-0.061,285.75146,41.33564,15.549,4.817200741386685,2.6095577955485565,21.846264481544495,0.44928932189941406
0,0,0,0,0,44.7055876,0.0007544,149.6448,0.0142,1.692,71.26,-5.208,6.262,0.664,471.8,46.5,72.59,21.83,-7.27,509.0,15.83,14.27,-4.6,12.0,5942.0,176.0,-193.0,4.506,0.039,-0.208,0.938,0.282,-0.094,289.84286,38.309601,15.253,4.814025977901889,2.9220014810472903,76.76195788383484,2.555952548980713
0,0,0,0,0,57.3888262,0.0005823,141.62516,0.00752,0.876,0.083,-0.677,3.543,0.215,344.4,31.6,1.88,0.14,-0.1,406.0,6.41,1.46,-0.99,11.9,5242.0,84.0,-73.0,4.512,0.05,-0.061,0.856,0.063,-0.046,296.55005,49.102322,14.803,4.801275824682916,3.2741199517966773,24.453185826539993,0.7917612195014954
0,0,0,0,0,126.51457638,,167.3005742,,,,,2.15,,,,,,,,,,,,,,,,,,,,,294.12369,38.81583,12.5,4.778045359756319,2.4865083985857073,43.35969036817551,0.8094991445541382
0,0,0,0,0,14.5168151,0.0002299,137.5579,0.0132,0.607,0.031,-0.482,5.796,0.456,86.0,8.7,1.82,0.42,-0.78,1030.0,265.78,188.13,-189.4,11.7,5934.0,178.0,-178.0,3.945,0.44,-0.11,1.885,0.437,-0.811,294.36734,38.846889,13.698,4.831666847496084,3.087548882836546,44.76075607538223,1.461533784866333
2,1,0,0,0,225.43420422,,210.1832295,,,,,13.02,,,,,,,,,,,,,,,,,,,,,295.55817,38.846802,15.166,4.809248420170096,3.042767112619897,33.148969888687134,1.028530478477478
0,0,0,0,0,359.98653,0.01209,352.5338,0.0283,0.3719,0.0874,-0.3718,3.866,0.86,671.0,141.0,1.76,0.29,-0.13,200.0,0.38,0.19,-0.09,5.6,5171.0,154.0,-138.0,4.626,0.037,-0.083,0.677,0.11,-0.051,286.23233,38.991749,15.155,4.832327395174307,3.771987009890316,50.69658309221268,1.5779731273651123
2,0,0,1,1,1.540399732,7.306e-06,131.99296,0.00502,0.106,0.364,-0.106,1.63,0.174,57.6,5.0,0.58,0.07,-0.06,1312.0,700.19,273.4,-205.07,14.8,5160.0,153.0,-138.0,4.518,0.088,-0.064,0.784,0.088,-0.088,286.95206,38.960941,13.328,4.830558453050065,2.302874504447345,34.48548835515976,1.0819697380065918
2,0,0,1,1,1.540389045,2.59e-06,131.99987,0.00143,0.136,0.323,-0.136,1.8325,0.0463,485.7,11.9,32.54,1.4,-12.53,4379.0,86889.72,13203.89,-60407.72,48.6,4964.0,72.0,-260.0,2.562,0.033,-0.03,15.155,0.649,-5.838,286.9718,38.936481,13.561,4.8312447374279,3.214976282036253,89.1177841424942,5.176955223083496
2,0,0,1,1,1.540393027,1.504e-06,131.998449,0.000878,0.343,0.65,-0.343,1.75,0.298,526.2,24.1,2.17,0.55,-0.36,1502.0,1200.85,923.52,-457.5,72.1,5466.0,164.0,-147.0,4.396,0.162,-0.198,0.946,0.24,-0.16,286.97745,38.913261,14.844,4.819049430409642,2.8515491131255537,30.512208938598633,0.9085484743118286
2,0,0,1,0,0.888045184,3.153e-06,131.84685,0.0027,0.491,0.005,-0.491,2.1961,0.0884,90.6,4.2,2.04,0.45,-0.6,2870.0,15984.12,10822.39,-9138.89,26.6,6316.0,203.0,-226.0,3.908,0.266,-0.114,2.087,0.45,-0.618,290.33026,38.917721,12.807,4.824528421975087,2.436644249753628,44.73568803071976,0.6393247842788696
2,0,1,0,0,43.9311596,1.532e-05,134.214029,0.000292,0.855,0.001,-0.001,12.9395,0.0178,9304.4,11.5,58.37,9.23,-17.14,902.0,156.74,62.0,-85.16,1070.3,4888.0,49.0,-107.0,3.257,0.188,-0.101,5.132,0.811,-1.507,289.61139,40.335838,12.776,4.80183554699025,2.3566059762740204,61.351490676403046,0.8519995212554932
2,1,0,0,0,494.62409,0.02558,242.5567,0.021,0.4064,0.0998,-0.4063,8.36,2.9,307.0,118.0,1.04,0.09,-0.12,145.0,0.11,0.03,-0.04,6.0,4302.0,121.0,-145.0,4.647,0.067,-0.028,0.604,0.05,-0.069,290.0405,40.337379,14.205,4.824618230019243,3.073375087998871,66.1462790966034,2.169322967529297
0,0,0,0,0,573.23826,0.01076,343.313,0.0133,0.0078,0.4588,-0.0077,2.641,0.504,470.1,87.8,6.93,3.26,-1.99,338.0,3.09,4.27,-1.7,6.8,5172.0,126.0,-159.0,3.534,0.228,-0.303,3.264,1.536,-0.935,290.09991,40.386581,13.815,4.826813254084792,2.409264205480502,57.99878633022308,1.2375781536102295
0,0,0,0,0,314.765374,0.005622,283.1235,0.018,0.158,0.3571,-0.158,3.325,0.75,732.0,161.0,2.0,0.46,-0.15,217.0,0.53,0.37,-0.13,7.5,5228.0,176.0,-142.0,4.6,0.028,-0.137,0.755,0.171,-0.057,290.93436,40.358158,15.578,4.83995710641104,2.768621114004649,40.98547154664993,0.8450654745101929
2,1,0,0,0,110.75214125,,174.9520694,,,,,2.09,,,,,,,,,,,,,,,,,,,,,293.44922,40.326302,12.372,4.797904229899765,3.161544669381873,38.529443606734276,1.245179533958435
2,1,0,0,0,121.1825045,,213.3594926,,,,,2.97,,,,,,,,,,,,,,,,,,,,,293.7785,40.3092,13.476,4.782825723289108,3.258388439065719,27.835927098989487,0.8146596550941467
2,0,1,0,0,78.60436061,4.636e-06,143.9949276,4.15e-05,0.828,0.014,-0.011,4.65559,0.0023,78104.0,42.8,34.8,10.32,-4.41,438.0,8.68,7.54,-2.82,2384.6,5938.0,160.0,-178.0,4.427,0.098,-0.196,0.985,0.292,-0.125,295.18088,40.339882,14.08,4.833765171333012,2.8372381986837443,35.24368888139725,1.395118236541748
2,1,0,0,0,294.202469,0.009874,221.2782,0.0238,0.0219,0.4643,-0.0218,2.36,1.4,248.2,58.6,2.61,1.28,-0.66,401.0,6.09,8.82,-3.12,5.2,6897.0,167.0,-235.0,4.121,0.182,-0.278,1.635,0.803,-0.411,297.74051,40.347881,11.733,4.808566542673836,2.4227160134876895,51.68421196937561,0.8399165868759155
2,1,0,0,0,588.10504,0.02914,289.5538,0.0244,0.3168,0.1449,-0.3167,15.474,0.933,326.6,36.7,1.77,0.7,-0.19,231.0,0.67,0.78,-0.2,11.0,6214.0,166.0,-197.0,4.457,0.061,-0.286,0.965,0.383,-0.1,290.47375,41.627548,14.514,4.8326739770262686,2.808816163815109,42.02079290151596,0.69861900806427
2,1,0,0,0,116.170346,0.001681,205.5026,0.0124,0.6637,0.1223,-0.4479,2.656,0.506,435.2,88.6,1.68,0.59,-0.12,320.0,2.49,2.7,-0.56,6.0,5510.0,175.0,-144.0,4.594,0.03,-0.211,0.762,0.271,-0.055,292.08868,41.602459,15.232,4.81085563668822,2.3602042077620635,28.436043322086334,0.8123894929885864
2,1,0,0,0,452.30053,0.01505,261.1684,0.0146,0.6613,0.0239,-0.4899,5.918,0.619,809.0,135.0,2.29,0.59,-0.16,199.0,0.37,0.29,-0.08,7.7,5396.0,160.0,-147.0,4.599,0.026,-0.163,0.766,0.197,-0.054,292.48141,41.634289,15.494,4.840983247851649,3.249042905303735,42.652892768383026,1.2629356384277344
2,1,0,0,0,39.5931053,0.0006153,141.0746,0.014,0.0044,0.4757,-0.0043,2.306,0.598,156.6,42.3,1.22,0.51,-0.11,546.0,21.06,26.65,-6.05,5.7,6046.0,172.0,-218.0,4.486,0.044,-0.298,0.972,0.411,-0.089,293.24936,41.659611,13.804,4.82030257666783,3.6174435607349538,31.05812880396843,1.0512373447418213
2,0,0,1,1,1.55935718,1.018e-05,132.54264,0.00618,0.568,0.003,-0.49,2.892,0.156,49.7,3.2,1.39,0.3,-0.48,2389.0,7676.02,4760.67,-4747.83,17.9,6475.0,156.0,-176.0,3.921,0.294,-0.105,1.9,0.406,-0.66,293.37396,41.624859,13.357,4.8351739834768255,2.87409828564063,41.00077700614929,1.204463243484497
2,1,0,0,0,100.629443,0.001865,189.6247,0.0116,0.0726,0.421,-0.0726,1.708,0.392,355.7,89.9,1.75,0.57,-0.14,412.0,6.84,6.46,-1.81,4.7,6351.0,162.0,-209.0,4.513,0.038,-0.252,0.921,0.3,-0.077,293.54422,41.652641,15.08,4.799750475408014,2.8801774140889522,26.458094507455826,0.44199031591415405
0,0,0,0,0,438.98396,0.02088,487.8174,0.0305,0.546,0.4179,-0.3273,9.62,1.3,745.2,80.4,32.58,1.07,-10.99,599.0,30.43,3.5,-19.19,14.0,5053.0,56.0,-214.0,2.77,0.03,-0.029,11.706,0.385,-3.95,298.19696,41.650452,12.356,4.815801212101616,3.3102065710310025,66.98499059677124,2.242830753326416
2,1,0,0,0,273.169948,0.004221,309.84052,0.00909,0.3259,0.1391,-0.3258,2.701,0.444,283.3,47.0,2.8,1.19,-0.93,362.0,4.08,5.36,-2.48,6.2,5880.0,189.0,-195.0,4.035,0.3,-0.209,1.65,0.706,-0.546,283.16446,41.778519,13.831,4.8342024871459275,3.4285736603112005,54.28131973743439,1.9843966960906982
0,0,0,0,0,14.5123622,0.000284,143.8154,0.0167,0.927,0.027,-0.627,4.163,0.315,355.8,35.0,2.08,0.08,-0.18,636.0,38.6,6.09,-8.37,11.8,5094.0,81.0,-81.0,4.469,0.096,-0.03,0.87,0.037,-0.075,291.95999,44.900021,15.77,4.738367183849905,1.7910319290008594,17.127182468771935,0.35133934020996094
2,1,0,0,0,1.434200327,6.33e-06,132.0647,0.00365,1.208,1.458,-0.187,5.968,0.195,3097.3,94.3,44.76,11.06,-17.98,2410.0,7985.65,5890.0,-5507.2,39.1,6911.0,194.0,-242.0,4.038,0.406,-0.145,1.501,0.371,-0.603,289.74249,39.267059,7.899,4.804692884341986,3.0364744125525123,63.51500201225281,1.863628625869751
2,0,1,0,0,8.653098686,3.789e-06,136.657941,0.000362,1.11,0.081,-0.063,3.9071,0.0191,60715.0,269.0,77.15,19.07,-30.99,1324.0,725.95,535.44,-500.64,262.6,6911.0,194.0,-242.0,4.038,0.406,-0.145,1.501,0.371,-0.603,289.74249,39.267059,7.899,4.811302720572591,3.378878638806096,65.88896048069,3.2226710319519043
2,1,0,0,0,2.302365255,3.006e-06,132.4231,0.0011,1.1,0.035,-0.034,23.88,2.5,62160.0,239.0,63.06,17.91,-13.03,1568.0,1429.81,1232.84,-659.1,468.4,5948.0,184.0,-226.0,4.269,0.18,-0.18,1.229,0.349,-0.254,287.20685,40.003002,10.691,4.810269380693342,3.245475397897504,71.88270497322083,1.8138210773468018
2,0,0,1,0,0.575445783,,132.0648853,,0.144,,,0.8463,,29.3,,1.3,0.24,-0.48,3478.0,34528.16,19507.66,-22408.12,3.2,6215.0,171.0,-191.0,3.802,0.3,-0.1,2.396,0.443,-0.885,299.90427,43.69495,13.022,4.825674825917081,3.071053300392264,41.34511935710907,1.3724000453948975
2,1,0,0,0,214.715417,0.001426,275.49823,0.00553,0.981,0.156,-0.054,34.146,0.536,5211.2,43.0,71.79,15.05,-22.57,602.0,31.0,18.08,-17.67,161.3,5022.0,100.0,-110.0,3.06,0.24,-0.16,5.826,1.221,-1.832,287.76627,42.32272,12.391,4.830698526370962,2.567371591515512,88.48217034339905,1.6607251167297363
2,0,1,1,0,23.0295222,0.0002012,151.14686,0.00813,1.173,59.68,-1.025,7.96,0.339,548.2,23.4,20.81,6.1,-2.6,645.0,40.87,35.16,-13.54,27.7,5877.0,159.0,-195.0,4.445,0.098,-0.196,0.959,0.281,-0.12,297.82544,40.08799,14.802,4.839541392216658,2.812186095299567,58.38197064399719,2.108566999435425
2,1,0,0,1,359.04147,0.02106,274.206,0.0466,1.28,6.913,-0.118,14.04,1.5,3658.0,394.0,27.1,1.94,-2.5,181.0,0.25,0.08,-0.07,11.2,4596.0,161.0,-161.0,4.59,0.052,-0.028,0.696,0.05,-0.064,290.97659,38.996101,14.96,4.806142701817326,3.2230683060830896,67.38940739631653,2.559885263442993
2,0,1,0,0,0.52363021,2.5e-08,131.7669254,3.96e-05,0.549,0.011,-0.015,3.45121,0.00382,367100.0,245.0,52.26,6.81,-6.17,1940.0,3324.98,1447.67,-1003.77,1948.2,5407.0,160.0,-144.0,4.535,0.099,-0.081,0.745,0.097,-0.088,291.05634,38.974411,13.901,4.822762548815354,3.192282355048449,50.99684727191925,1.5533045530319214
2,0,0,1,0,0.523632451,3.622e-06,131.76512,0.00609,0.738,0.241,-0.502,1.99,0.255,8.1,0.8,1.08,0.28,-0.52,5313.0,188657.97,145444.98,-146489.98,13.9,8277.0,228.0,-358.0,3.693,0.435,-0.145,3.518,0.916,-1.701,291.06427,38.970661,10.061,4.8123904648880576,2.4754394196104634,89.63768005371094,2.5656116008758545
0,0,0,0,0,492.25299,0.01105,520.86,0.018,0.226,0.2033,-0.2257,5.077,0.604,372.7,42.4,1.8,0.74,-0.17,224.0,0.59,0.72,-0.15,11.6,5755.0,153.0,-152.0,4.478,0.055,-0.283,0.936,0.383,-0.089,292.13519,38.926491,13.465,4.842122353238245,3.70005139643525,49.76436364650726,2.282548427581787
2,0,1,0,0,293.5056071,0.0007301,328.7269,0.00218,1.341,6.63,-0.285,3.4075,0.0789,6824.0,158.0,48.59,6.08,-6.09,265.0,1.16,0.4,-0.32,51.0,5455.0,81.0,-73.0,4.381,0.126,-0.084,1.006,0.126,-0.126,292.4649,38.907421,15.184,4.710444775572373,2.890386372195863,43.48611554503441,1.5559263229370117
2,1,0,0,1,25.95247,0.001077,149.0004,0.0326,0.4398,0.0189,-0.4398,12.945,0.744,80.8,9.4,1.56,1.06,-0.25,946.0,189.06,420.87,-78.26,16.4,7351.0,232.0,-330.0,4.17,0.094,-0.388,1.679,1.155,-0.27,293.70566,38.95528,13.357,4.758495798591841,2.2598725621073985,64.37477022409439,1.4985451698303223
2,0,0,1,0,4.34573349,3.576e-05,134.40693,0.00902,0.512,0.455,-0.301,2.246,0.375,73.5,11.1,0.86,0.26,-0.11,1151.0,415.52,363.41,-135.85,9.7,5967.0,161.0,-179.0,4.43,0.087,-0.188,0.976,0.291,-0.125,293.93387,38.944839,13.864,4.82233786609595,3.073254066344032,26.780049949884415,1.0089742541313171
0,0,0,0,0,288.07937,0.003761,355.49261,0.00933,0.0483,0.4066,-0.0483,3.161,0.322,991.0,161.0,3.01,1.24,-0.23,269.0,1.25,1.51,-0.33,7.6,5825.0,152.0,-209.0,4.504,0.032,-0.297,0.965,0.4,-0.073,294.90323,38.95647,15.212,4.777910460329853,1.9964847930452803,37.60339218378067,1.1583515405654907
2,1,0,0,0,484.58335927,,569.5386194,,,,,3.2,,,,,,,,,,,,,,,,,,,,,298.03879,40.324478,13.999,4.825782616944093,3.847318045187075,61.45185375213623,3.0144838094711304
2,1,0,0,0,288.285213,0.006879,325.0419,0.013,0.0503,0.4015,-0.05,5.343,0.473,378.1,35.9,2.2,1.0,-0.3,312.0,2.25,3.0,-0.76,11.5,6171.0,148.0,-180.0,4.337,0.113,-0.279,1.127,0.515,-0.154,298.20096,40.392319,12.369,4.837854072509066,3.953826789924555,49.733894884586334,1.7654181718826294
0,0,0,0,0,198.895864,0.002938,225.4944,0.00911,0.0543,0.3936,-0.0541,4.193,0.326,1779.0,182.0,3.33,1.08,-0.35,264.0,1.14,1.17,-0.33,13.0,5184.0,185.0,-147.0,4.502,0.079,-0.391,0.808,0.264,-0.085,284.54691,40.468529,15.805,4.77616346501073,2.257739604836942,39.49917280673981,0.2451866865158081
2,1,0,0,0,19.93826636,,145.9495067,,,,,1.77,,,,,,,,,,,,,,,,,,,,,286.89532,40.46011,15.986,4.821793242642105,3.164220116775087,23.497284531593323,0.7710687518119812
2,1,0,0,0,491.08027,0.02564,202.7762,0.0419,0.4169,0.0148,-0.4168,7.42,1.6,335.6,72.1,1.86,0.66,-0.26,241.0,0.79,0.84,-0.26,7.9,5931.0,164.0,-162.0,4.396,0.107,-0.249,0.997,0.358,-0.138,287.77182,40.448051,14.427,4.825675332325127,2.976296122257143,45.96617168188095,0.9130425453186035
2,0,1,0,0,3.350209754,7.62e-07,131.838052,0.000186,9.666,11.15,-0.848,4.43333,0.00837,28325.0,46.9,1447.13,229.5,-229.5,1656.0,1777.46,723.64,-577.67,671.1,6657.0,79.0,-79.0,4.181,0.132,-0.108,1.501,0.238,-0.238,288.27094,40.400421,11.494,4.776535397186965,2.355942165555775,59.44290578365326,0.827869176864624
2,1,0,0,0,628.592314,0.009239,270.9081,0.0121,0.8176,0.1074,-0.561,3.603,0.384,393.7,53.5,6.99,3.82,-1.6,323.0,2.57,4.14,-1.19,7.6,5058.0,111.0,-125.0,3.497,0.197,-0.325,3.117,1.708,-0.713,289.02536,40.422009,12.275,4.817875925185327,3.3259277511032397,51.07070595026016,1.3789453506469727
2,1,0,0,0,471.37787,0.05813,365.397,0.102,0.0666,0.4157,-0.0663,16.91,4.8,102.9,22.0,1.31,0.65,-0.27,267.0,1.2,1.76,-0.54,12.2,5831.0,156.0,-178.0,4.236,0.177,-0.257,1.305,0.64,-0.274,290.74387,40.479488,11.985,4.824330959270506,2.9958262642989135,91.7583795785904,2.1778147220611572
0,0,0,0,0,52.69092296,,138.799777,,,,,2.31,,,,,,,,,,,,,,,,,,,,,285.14172,41.711552,12.358,4.656789701115577,2.5748616047018547,19.733016800135374,0.4596560597419739
2,1,0,0,0,425.22927,0.01294,268.3096,0.0238,0.1812,0.2837,-0.1811,6.76,1.4,829.0,166.0,1.4,0.14,-0.14,125.0,0.06,0.02,-0.02,6.4,3803.0,55.0,-82.0,4.755,0.06,-0.07,0.492,0.05,-0.05,285.4115,41.715858,15.973,4.77229318884486,2.0578748928563018,48.708047568798065,0.8153092861175537
0,0,0,0,0,37.71508287,,165.6372891,,,,,1.8,,,,,,,,,,,,,,,,,,,,,285.62076,41.73806,15.294,4.772626494459685,2.182366555218885,26.677862644195557,0.43346720933914185
0,0,0,0,0,5.1779065,0.0006357,135.756,0.151,0.073,0.374,-0.073,5.366,0.395,129.5,16.3,2.93,0.45,-0.84,1636.0,1692.64,703.77,-874.43,9.5,5921.0,89.0,-71.0,3.766,0.238,-0.102,2.589,0.401,-0.745,286.65286,41.756142,14.326,4.754548168649458,1.5984511960585595,79.2630245089531,1.536158561706543
0,0,0,0,0,474.22897,0.03071,161.0544,0.0507,0.1936,0.2733,-0.1936,13.05,1.7,475.2,79.7,2.0,0.77,-0.15,225.0,0.6,0.68,-0.15,7.2,5818.0,157.0,-197.0,4.523,0.028,-0.284,0.925,0.355,-0.069,290.38223,41.757408,15.322,4.838551231203397,3.142502845661299,44.610111713409424,1.5171504020690918
0,0,0,0,0,371.50631,0.01167,260.1243,0.0196,0.0156,0.4519,-0.0155,8.854,0.8,992.0,108.0,2.88,1.17,-0.26,242.0,0.8,0.99,-0.2,14.1,5696.0,166.0,-162.0,4.491,0.049,-0.283,0.924,0.376,-0.082,290.39795,41.75079,15.392,4.836393986367643,3.5101618934577665,38.748190104961395,1.7992527484893799
2,1,0,0,0,606.91488768,,132.3897061,,,,,5.96,,,,,,,,,,,,,,,,,,,,,291.6535,41.741772,13.532,4.836591586893364,3.604869921130008,49.32393741607666,1.717274785041809
2,0,0,1,1,5.24331899,9.245e-05,132.7859,0.0152,0.778,0.19,-0.552,11.137,0.468,106.8,5.7,0.83,0.14,-0.06,875.0,138.45,73.45,-32.65,20.1,5430.0,160.0,-144.0,4.613,0.035,-0.105,0.735,0.123,-0.057,291.82629,41.7173,15.196,4.819571579213734,3.511791903559193,33.86418259143829,1.2766077518463135
1,0,0,0,0,47.0320478,0.0007193,175.473,0.0106,0.161,0.311,-0.161,5.892,0.302,367.8,31.2,1.98,0.42,-0.31,492.0,13.83,7.61,-4.56,13.7,5370.0,80.0,-80.0,4.337,0.145,-0.16,1.055,0.22,-0.165,284.22333,48.831772,14.904,4.783770634275491,2.6140525659259453,25.0835303068161,0.9126059412956238
2,0,1,1,0,10.31453308,1.882e-05,132.53723,0.0017,1.276,54.13,-0.121,3.6641,0.0637,2004.1,33.3,29.6,5.45,-3.64,885.0,144.83,86.21,-47.37,71.6,6335.0,208.0,-208.0,4.455,0.15,-0.15,0.837,0.154,-0.103,295.30209,40.069801,15.295,4.8381900663191235,2.9356705639047966,57.17891263961792,2.0450329780578613
2,0,0,1,0,15.52861675,6.9e-05,145.70184,0.00366,0.113,0.35,-0.113,2.131,0.111,500.0,34.0,1.96,0.57,-0.19,685.0,51.98,44.67,-14.51,17.3,5750.0,156.0,-173.0,4.538,0.038,-0.2,0.882,0.258,-0.086,295.36752,42.65678,15.598,4.843233173609957,2.8378516986346782,26.011446475982666,0.72092205286026
2,0,1,0,0,53.501860974,5.789e-06,132.211255,9.15e-05,0.431,0.01,-0.012,5.25334,0.00538,456780.0,418.0,55.23,9.74,-4.51,409.0,6.63,3.79,-1.67,1363.9,5436.0,177.0,-160.0,4.587,0.045,-0.105,0.748,0.132,-0.061,291.70251,50.863491,15.929,4.845182464202853,3.1556377231042307,52.942304730415344,2.653940439224243
2,1,0,0,0,10.692230094,7.05e-07,139.953907,5.45e-05,0.528,0.005,-0.007,5.46939,0.00301,376650.0,188.0,65.42,20.3,-6.74,836.0,115.48,105.0,-33.2,2402.0,6022.0,162.0,-180.0,4.49,0.054,-0.216,0.941,0.292,-0.097,282.38327,48.042782,15.507,4.811950679126001,3.805450829203844,57.294933557510376,3.17825448513031
2,0,0,1,0,1.60375114,1.079e-05,132.16816,0.00616,0.54,0.058,-0.432,1.498,0.173,51.0,6.5,0.82,0.24,-0.19,1688.0,1918.63,1557.53,-901.18,9.4,5818.0,145.0,-159.0,4.292,0.209,-0.19,1.116,0.314,-0.257,299.98813,43.663319,13.261,4.823505820677775,2.789798824576983,33.393900752067566,1.212749421596527
2,0,0,1,0,15.7397651,0.0002605,132.7942,0.0158,0.077,0.381,-0.077,3.297,0.301,287.7,30.9,1.18,0.09,-0.12,536.0,19.54,6.26,-5.82,11.2,4733.0,167.0,-167.0,4.569,0.063,-0.031,0.723,0.052,-0.072,290.46207,48.699551,15.281,4.811621865283871,2.506580013348531,33.113788425922394,0.5379871129989624
0,0,0,0,0,117.26808432,,146.7201011,,,,,2.2,,,,,,,,,,,,,,,,,,,,,295.35132,38.92704,12.501,4.773602516937683,2.0270424749211147,55.77129018306732,0.9874633550643921
2,0,1,0,0,73.3377984,0.0001147,136.58646,0.00124,0.978,10.96,-0.183,9.029,0.147,114900.0,1003.0,73.06,28.32,-8.85,601.0,30.85,35.45,-11.06,155.5,7276.0,203.0,-330.0,4.318,0.072,-0.232,1.321,0.512,-0.16,295.69751,38.902,13.559,4.8331628906347275,3.313284290186498,44.66213834285736,1.9406684637069702
2,1,0,0,0,282.159571,0.00801,259.9132,0.0209,0.5987,0.0107,-0.494,5.069,0.531,196.3,19.7,3.09,1.11,-1.11,443.0,9.13,9.68,-5.94,14.2,6677.0,182.0,-263.0,3.92,0.293,-0.188,2.108,0.76,-0.757,287.40594,39.020889,10.826,4.82523725263211,2.6381026758163664,54.079702734947205,1.5469903945922852
2,0,1,0,0,6.58729511,7.266e-05,133.3652,0.0132,0.723,0.12,-0.046,8.3582,0.0409,127960.0,685.0,58.09,19.51,-23.84,1152.0,416.15,429.61,-289.7,304.2,5619.0,186.0,-186.0,4.07,0.462,-0.198,1.406,0.472,-0.577,291.17975,39.099651,14.035,4.8183094274401785,3.6304720318578645,54.02468395233154,3.7151060104370117
2,1,0,1,0,459.23193,0.01418,192.7716,0.0192,0.8765,0.0098,-0.6127,17.722,0.623,418.7,27.2,2.64,0.89,-0.45,265.0,1.17,1.16,-0.45,19.5,6067.0,158.0,-173.0,4.307,0.157,-0.225,1.116,0.377,-0.19,291.21167,39.093189,13.469,4.816701002301947,2.593750568793096,57.550007581710815,0.9485055208206177
0,0,0,0,0,62.312419,0.001246,146.119,0.014,0.3683,0.0993,-0.3683,5.561,0.482,123.0,15.3,6.15,2.65,-2.77,838.0,116.69,144.6,-86.24,9.1,4999.0,112.0,-177.0,3.243,0.329,-0.28,5.615,2.423,-2.532,291.82446,39.00618,13.172,4.814151436041441,3.3283378403696586,52.83222550153732,1.3002524375915527
2,0,1,1,1,25.9493253,0.0005851,155.024,0.0147,0.655,0.012,-0.529,12.17,1.0,354.5,34.8,1.04,0.07,-0.05,409.0,6.62,1.85,-1.31,13.1,4835.0,145.0,-145.0,4.758,0.021,-0.049,0.526,0.035,-0.025,293.6925,39.022141,15.742,4.824965518395534,2.5721737566083283,46.47145140171051,1.0267932415008545
2,1,0,1,0,212.76701,0.01386,167.485,0.0613,0.3531,0.0969,-0.3339,12.8,1.6,74.3,12.0,1.08,0.65,-0.18,354.0,3.71,6.68,-1.47,6.8,6098.0,147.0,-194.0,4.286,0.136,-0.313,1.245,0.741,-0.213,294.33981,39.07333,12.045,4.81896353859564,3.283369650314535,65.36952888965607,2.2843587398529053
2,1,0,0,0,386.62189,0.02355,319.129,0.0268,0.1616,0.2909,-0.1615,17.72,1.1,193.2,18.8,1.44,0.57,-0.16,267.0,1.21,1.38,-0.36,12.3,6085.0,144.0,-176.0,4.412,0.073,-0.274,1.033,0.411,-0.115,283.8996,45.724232,13.262,4.8393281781137425,3.0057591175068863,44.21890163421631,1.5174837112426758
2,1,0,0,0,84.644104,0.00237,132.5301,0.0259,0.178,0.261,-0.178,48.182,0.786,512.0,17.2,34.61,2.13,-12.07,1254.0,584.49,171.88,-381.22,33.5,5229.0,184.0,-253.0,2.486,0.03,-0.03,15.517,0.955,-5.412,285.50418,45.713482,15.359,4.813085667987935,2.139440816257525,95.74968421459198,0.7327203750610352
2,1,0,0,0,575.95408,0.01448,188.4547,0.0169,0.0868,0.3788,-0.0867,8.618,0.73,1210.0,132.0,2.92,1.07,-0.27,194.0,0.33,0.38,-0.08,11.4,5398.0,174.0,-144.0,4.508,0.055,-0.238,0.854,0.314,-0.078,287.4462,45.794739,15.843,4.841702068741736,3.2790539025674015,38.51657199859619,1.3744832277297974
0,0,0,0,0,426.942225,0.007556,485.38171,0.00819,0.2981,0.1556,-0.2981,3.965,0.423,1209.0,152.0,2.32,0.33,-0.18,187.0,0.29,0.14,-0.07,11.8,5126.0,152.0,-139.0,4.623,0.042,-0.071,0.669,0.097,-0.052,288.78986,45.727459,15.218,4.8371033426763415,3.262866965147063,55.35600674152374,1.8919224739074707
2,1,0,0,0,117.844963,0.002024,229.8693,0.0149,0.4594,0.0091,-0.4591,1.951,0.352,1043.0,181.0,2.52,0.51,-0.2,308.0,2.13,1.44,-0.55,6.6,5317.0,195.0,-173.0,4.595,0.029,-0.128,0.769,0.157,-0.061,288.9707,45.732079,15.844,4.787743267887505,2.2964158795904512,27.981967985630035,0.4606602191925049
